Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40
"(894, 195)","(1521, 195)","(2148, 195)","(2776, 195)","(3403, 195)","(4030, 195)","(894, 875)","(1521, 875)","(2148, 875)","(2776, 875)","(3403, 875)","(4030, 875)","(894, 2091)","(1521, 2091)","(2148, 2091)","(2776, 2091)","(3403, 2091)","(4030, 2091)","(1208, 2771)","(1835, 2771)","(2462, 2771)","(3090, 2771)","(3717, 2771)",,,,,,,,,,,,,,,,,
"(894, 195)","(1521, 195)","(2148, 195)","(2776, 195)","(3403, 195)","(4030, 195)","(894, 875)","(1521, 875)","(2148, 875)","(2776, 875)","(3403, 875)","(4030, 875)","(894, 2091)","(1521, 2091)","(2148, 2091)","(2776, 2091)","(3403, 2091)","(4030, 2091)","(894, 2771)","(1521, 2771)","(2148, 2771)","(2776, 2771)","(3403, 2771)","(4030, 2771)",,,,,,,,,,,,,,,,
"(1074, 195)","(1629, 195)","(2185, 195)","(2740, 195)","(3295, 195)","(3850, 195)","(796, 875)","(1351, 875)","(1907, 875)","(2462, 875)","(3017, 875)","(3572, 875)","(4128, 875)","(1074, 2091)","(1629, 2091)","(2185, 2091)","(2740, 2091)","(3295, 2091)","(3850, 2091)","(1074, 2771)","(1629, 2771)","(2185, 2771)","(2740, 2771)","(3295, 2771)","(3850, 2771)",,,,,,,,,,,,,,,
"(1074, 195)","(1629, 195)","(2185, 195)","(2740, 195)","(3295, 195)","(3850, 195)","(796, 875)","(1351, 875)","(1907, 875)","(2462, 875)","(3017, 875)","(3572, 875)","(4128, 875)","(796, 2091)","(1351, 2091)","(1907, 2091)","(2462, 2091)","(3017, 2091)","(3572, 2091)","(4128, 2091)","(1074, 2771)","(1629, 2771)","(2185, 2771)","(2740, 2771)","(3295, 2771)","(3850, 2771)",,,,,,,,,,,,,,
"(796, 195)","(1351, 195)","(1907, 195)","(2462, 195)","(3017, 195)","(3572, 195)","(4128, 195)","(796, 875)","(1351, 875)","(1907, 875)","(2462, 875)","(3017, 875)","(3572, 875)","(4128, 875)","(796, 2091)","(1351, 2091)","(1907, 2091)","(2462, 2091)","(3017, 2091)","(3572, 2091)","(4128, 2091)","(1074, 2771)","(1629, 2771)","(2185, 2771)","(2740, 2771)","(3295, 2771)","(3850, 2771)",,,,,,,,,,,,,
"(796, 195)","(1351, 195)","(1907, 195)","(2462, 195)","(3017, 195)","(3572, 195)","(4128, 195)","(519, 875)","(1074, 875)","(1630, 875)","(2185, 875)","(2740, 875)","(3295, 875)","(3851, 875)","(4406, 875)","(796, 2091)","(1351, 2091)","(1907, 2091)","(2462, 2091)","(3017, 2091)","(3572, 2091)","(4128, 2091)","(1074, 2771)","(1629, 2771)","(2185, 2771)","(2740, 2771)","(3295, 2771)","(3850, 2771)",,,,,,,,,,,,
"(796, 195)","(1351, 195)","(1907, 195)","(2462, 195)","(3017, 195)","(3572, 195)","(4128, 195)","(519, 875)","(1074, 875)","(1630, 875)","(2185, 875)","(2740, 875)","(3295, 875)","(3851, 875)","(4406, 875)","(519, 2091)","(1074, 2091)","(1630, 2091)","(2185, 2091)","(2740, 2091)","(3295, 2091)","(3851, 2091)","(4406, 2091)","(1074, 2771)","(1629, 2771)","(2185, 2771)","(2740, 2771)","(3295, 2771)","(3850, 2771)",,,,,,,,,,,
"(796, 195)","(1351, 195)","(1907, 195)","(2462, 195)","(3017, 195)","(3572, 195)","(4128, 195)","(519, 875)","(1074, 875)","(1630, 875)","(2185, 875)","(2740, 875)","(3295, 875)","(3851, 875)","(4406, 875)","(519, 2091)","(1074, 2091)","(1630, 2091)","(2185, 2091)","(2740, 2091)","(3295, 2091)","(3851, 2091)","(4406, 2091)","(796, 2771)","(1351, 2771)","(1907, 2771)","(2462, 2771)","(3017, 2771)","(3572, 2771)","(4128, 2771)",,,,,,,,,,
"(519, 195)","(1074, 195)","(1630, 195)","(2185, 195)","(2740, 195)","(3295, 195)","(3851, 195)","(4406, 195)","(519, 875)","(1074, 875)","(1630, 875)","(2185, 875)","(2740, 875)","(3295, 875)","(3851, 875)","(4406, 875)","(519, 2091)","(1074, 2091)","(1630, 2091)","(2185, 2091)","(2740, 2091)","(3295, 2091)","(3851, 2091)","(4406, 2091)","(796, 2771)","(1351, 2771)","(1907, 2771)","(2462, 2771)","(3017, 2771)","(3572, 2771)","(4128, 2771)",,,,,,,,,
"(519, 195)","(1074, 195)","(1630, 195)","(2185, 195)","(2740, 195)","(3295, 195)","(3851, 195)","(4406, 195)","(519, 875)","(1074, 875)","(1630, 875)","(2185, 875)","(2740, 875)","(3295, 875)","(3851, 875)","(4406, 875)","(519, 2091)","(1074, 2091)","(1630, 2091)","(2185, 2091)","(2740, 2091)","(3295, 2091)","(3851, 2091)","(4406, 2091)","(520, 2771)","(1075, 2771)","(1631, 2771)","(2186, 2771)","(2741, 2771)","(3296, 2771)","(3852, 2771)","(4407, 2771)",,,,,,,,
"(699, 195)","(1203, 195)","(1707, 195)","(2211, 195)","(2715, 195)","(3218, 195)","(3722, 195)","(4226, 195)","(447, 875)","(951, 875)","(1455, 875)","(1959, 875)","(2463, 875)","(2966, 875)","(3470, 875)","(3974, 875)","(4478, 875)","(699, 2091)","(1203, 2091)","(1707, 2091)","(2211, 2091)","(2715, 2091)","(3218, 2091)","(3722, 2091)","(4226, 2091)","(700, 2771)","(1204, 2771)","(1708, 2771)","(2212, 2771)","(2716, 2771)","(3219, 2771)","(3723, 2771)","(4227, 2771)",,,,,,,
"(699, 195)","(1203, 195)","(1707, 195)","(2211, 195)","(2715, 195)","(3218, 195)","(3722, 195)","(4226, 195)","(447, 875)","(951, 875)","(1455, 875)","(1959, 875)","(2463, 875)","(2966, 875)","(3470, 875)","(3974, 875)","(4478, 875)","(447, 2091)","(951, 2091)","(1455, 2091)","(1959, 2091)","(2463, 2091)","(2966, 2091)","(3470, 2091)","(3974, 2091)","(4478, 2091)","(700, 2771)","(1204, 2771)","(1708, 2771)","(2212, 2771)","(2716, 2771)","(3219, 2771)","(3723, 2771)","(4227, 2771)",,,,,,
"(447, 195)","(951, 195)","(1455, 195)","(1959, 195)","(2463, 195)","(2966, 195)","(3470, 195)","(3974, 195)","(4478, 195)","(447, 875)","(951, 875)","(1455, 875)","(1959, 875)","(2463, 875)","(2966, 875)","(3470, 875)","(3974, 875)","(4478, 875)","(447, 2091)","(951, 2091)","(1455, 2091)","(1959, 2091)","(2463, 2091)","(2966, 2091)","(3470, 2091)","(3974, 2091)","(4478, 2091)","(700, 2771)","(1204, 2771)","(1708, 2771)","(2212, 2771)","(2716, 2771)","(3219, 2771)","(3723, 2771)","(4227, 2771)",,,,,
"(447, 195)","(951, 195)","(1455, 195)","(1959, 195)","(2463, 195)","(2966, 195)","(3470, 195)","(3974, 195)","(4478, 195)","(195, 875)","(699, 875)","(1203, 875)","(1707, 875)","(2211, 875)","(2714, 875)","(3218, 875)","(3722, 875)","(4226, 875)","(4730, 875)","(447, 2091)","(951, 2091)","(1455, 2091)","(1959, 2091)","(2463, 2091)","(2966, 2091)","(3470, 2091)","(3974, 2091)","(4478, 2091)","(700, 2771)","(1204, 2771)","(1708, 2771)","(2212, 2771)","(2716, 2771)","(3219, 2771)","(3723, 2771)","(4227, 2771)",,,,
"(447, 195)","(951, 195)","(1455, 195)","(1959, 195)","(2463, 195)","(2966, 195)","(3470, 195)","(3974, 195)","(4478, 195)","(195, 875)","(699, 875)","(1203, 875)","(1707, 875)","(2211, 875)","(2714, 875)","(3218, 875)","(3722, 875)","(4226, 875)","(4730, 875)","(195, 2091)","(699, 2091)","(1203, 2091)","(1707, 2091)","(2211, 2091)","(2714, 2091)","(3218, 2091)","(3722, 2091)","(4226, 2091)","(4730, 2091)","(700, 2771)","(1204, 2771)","(1708, 2771)","(2212, 2771)","(2716, 2771)","(3219, 2771)","(3723, 2771)","(4227, 2771)",,,
"(447, 195)","(951, 195)","(1455, 195)","(1959, 195)","(2463, 195)","(2966, 195)","(3470, 195)","(3974, 195)","(4478, 195)","(195, 875)","(699, 875)","(1203, 875)","(1707, 875)","(2211, 875)","(2714, 875)","(3218, 875)","(3722, 875)","(4226, 875)","(4730, 875)","(195, 2091)","(699, 2091)","(1203, 2091)","(1707, 2091)","(2211, 2091)","(2714, 2091)","(3218, 2091)","(3722, 2091)","(4226, 2091)","(4730, 2091)","(447, 2771)","(951, 2771)","(1455, 2771)","(1959, 2771)","(2463, 2771)","(2966, 2771)","(3470, 2771)","(3974, 2771)","(4478, 2771)",,
"(195, 195)","(699, 195)","(1203, 195)","(1707, 195)","(2211, 195)","(2714, 195)","(3218, 195)","(3722, 195)","(4226, 195)","(4730, 195)","(195, 875)","(699, 875)","(1203, 875)","(1707, 875)","(2211, 875)","(2714, 875)","(3218, 875)","(3722, 875)","(4226, 875)","(4730, 875)","(195, 2091)","(699, 2091)","(1203, 2091)","(1707, 2091)","(2211, 2091)","(2714, 2091)","(3218, 2091)","(3722, 2091)","(4226, 2091)","(4730, 2091)","(447, 2771)","(951, 2771)","(1455, 2771)","(1959, 2771)","(2463, 2771)","(2966, 2771)","(3470, 2771)","(3974, 2771)","(4478, 2771)",
"(195, 195)","(699, 195)","(1203, 195)","(1707, 195)","(2211, 195)","(2714, 195)","(3218, 195)","(3722, 195)","(4226, 195)","(4730, 195)","(195, 875)","(699, 875)","(1203, 875)","(1707, 875)","(2211, 875)","(2714, 875)","(3218, 875)","(3722, 875)","(4226, 875)","(4730, 875)","(195, 2091)","(699, 2091)","(1203, 2091)","(1707, 2091)","(2211, 2091)","(2714, 2091)","(3218, 2091)","(3722, 2091)","(4226, 2091)","(4730, 2091)","(195, 2771)","(699, 2771)","(1203, 2771)","(1707, 2771)","(2211, 2771)","(2714, 2771)","(3218, 2771)","(3722, 2771)","(4226, 2771)","(4730, 2771)"
