Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40
"(130, 130)","(476, 130)","(822, 130)","(1168, 130)","(1514, 130)","(1860, 130)","(2207, 130)","(2553, 130)","(130, 583)","(476, 583)","(822, 583)","(1168, 583)","(1514, 583)","(1860, 583)","(2207, 583)","(2553, 583)","(130, 1394)","(476, 1394)","(822, 1394)","(1168, 1394)","(1514, 1394)","(1860, 1394)","(2207, 1394)","(2553, 1394)","(302, 1847)","(648, 1847)","(995, 1847)","(1341, 1847)","(1687, 1847)","(2033, 1847)","(2380, 1847)",,,,,,,,,
"(130, 130)","(476, 130)","(822, 130)","(1168, 130)","(1514, 130)","(1860, 130)","(2207, 130)","(2553, 130)","(130, 583)","(476, 583)","(822, 583)","(1168, 583)","(1514, 583)","(1860, 583)","(2207, 583)","(2553, 583)","(130, 1394)","(476, 1394)","(822, 1394)","(1168, 1394)","(1514, 1394)","(1860, 1394)","(2207, 1394)","(2553, 1394)","(130, 1847)","(476, 1847)","(822, 1847)","(1168, 1847)","(1514, 1847)","(1860, 1847)","(2207, 1847)","(2553, 1847)",,,,,,,,
"(283, 163)","(590, 163)","(898, 163)","(1205, 163)","(1513, 163)","(1820, 163)","(2128, 163)","(2436, 163)","(130, 599)","(437, 599)","(744, 599)","(1052, 599)","(1360, 599)","(1667, 599)","(1975, 599)","(2283, 599)","(2591, 599)","(283, 1427)","(590, 1427)","(898, 1427)","(1205, 1427)","(1513, 1427)","(1820, 1427)","(2128, 1427)","(2436, 1427)","(283, 1864)","(590, 1864)","(898, 1864)","(1205, 1864)","(1512, 1864)","(1821, 1864)","(2129, 1864)","(2437, 1864)",,,,,,,
"(283, 163)","(590, 163)","(898, 163)","(1205, 163)","(1513, 163)","(1820, 163)","(2128, 163)","(2436, 163)","(130, 599)","(437, 599)","(744, 599)","(1052, 599)","(1360, 599)","(1667, 599)","(1975, 599)","(2283, 599)","(2591, 599)","(130, 1427)","(437, 1427)","(744, 1427)","(1052, 1427)","(1360, 1427)","(1667, 1427)","(1975, 1427)","(2283, 1427)","(2591, 1427)","(283, 1864)","(590, 1864)","(898, 1864)","(1205, 1864)","(1512, 1864)","(1821, 1864)","(2129, 1864)","(2437, 1864)",,,,,,
"(130, 163)","(437, 163)","(744, 163)","(1052, 163)","(1360, 163)","(1667, 163)","(1975, 163)","(2283, 163)","(2591, 163)","(130, 599)","(437, 599)","(744, 599)","(1052, 599)","(1360, 599)","(1667, 599)","(1975, 599)","(2283, 599)","(2591, 599)","(130, 1427)","(437, 1427)","(744, 1427)","(1052, 1427)","(1360, 1427)","(1667, 1427)","(1975, 1427)","(2283, 1427)","(2591, 1427)","(283, 1864)","(590, 1864)","(898, 1864)","(1205, 1864)","(1512, 1864)","(1821, 1864)","(2129, 1864)","(2437, 1864)",,,,,
"(268, 184)","(544, 184)","(820, 184)","(1095, 184)","(1372, 184)","(1648, 184)","(1925, 184)","(2201, 184)","(2477, 184)","(130, 610)","(406, 610)","(682, 610)","(957, 610)","(1234, 610)","(1510, 610)","(1787, 610)","(2063, 610)","(2339, 610)","(2615, 610)","(268, 1448)","(544, 1448)","(820, 1448)","(1095, 1448)","(1372, 1448)","(1648, 1448)","(1925, 1448)","(2201, 1448)","(2477, 1448)","(406, 1875)","(682, 1875)","(958, 1875)","(1233, 1875)","(1510, 1875)","(1786, 1875)","(2063, 1875)","(2339, 1875)",,,,
"(268, 184)","(544, 184)","(820, 184)","(1095, 184)","(1372, 184)","(1648, 184)","(1925, 184)","(2201, 184)","(2477, 184)","(130, 610)","(406, 610)","(682, 610)","(957, 610)","(1234, 610)","(1510, 610)","(1787, 610)","(2063, 610)","(2339, 610)","(2615, 610)","(130, 1448)","(406, 1448)","(682, 1448)","(957, 1448)","(1234, 1448)","(1510, 1448)","(1787, 1448)","(2063, 1448)","(2339, 1448)","(2615, 1448)","(406, 1875)","(682, 1875)","(958, 1875)","(1233, 1875)","(1510, 1875)","(1786, 1875)","(2063, 1875)","(2339, 1875)",,,
"(268, 184)","(544, 184)","(820, 184)","(1095, 184)","(1372, 184)","(1648, 184)","(1925, 184)","(2201, 184)","(2477, 184)","(130, 610)","(406, 610)","(682, 610)","(957, 610)","(1234, 610)","(1510, 610)","(1787, 610)","(2063, 610)","(2339, 610)","(2615, 610)","(130, 1448)","(406, 1448)","(682, 1448)","(957, 1448)","(1234, 1448)","(1510, 1448)","(1787, 1448)","(2063, 1448)","(2339, 1448)","(2615, 1448)","(268, 1875)","(544, 1875)","(820, 1875)","(1095, 1875)","(1372, 1875)","(1648, 1875)","(1925, 1875)","(2201, 1875)","(2477, 1875)",,
"(130, 184)","(406, 184)","(682, 184)","(957, 184)","(1234, 184)","(1510, 184)","(1787, 184)","(2063, 184)","(2339, 184)","(2615, 184)","(130, 610)","(406, 610)","(682, 610)","(957, 610)","(1234, 610)","(1510, 610)","(1787, 610)","(2063, 610)","(2339, 610)","(2615, 610)","(130, 1448)","(406, 1448)","(682, 1448)","(957, 1448)","(1234, 1448)","(1510, 1448)","(1787, 1448)","(2063, 1448)","(2339, 1448)","(2615, 1448)","(268, 1875)","(544, 1875)","(820, 1875)","(1095, 1875)","(1372, 1875)","(1648, 1875)","(1925, 1875)","(2201, 1875)","(2477, 1875)",
"(130, 184)","(406, 184)","(682, 184)","(957, 184)","(1234, 184)","(1510, 184)","(1787, 184)","(2063, 184)","(2339, 184)","(2615, 184)","(130, 610)","(406, 610)","(682, 610)","(957, 610)","(1234, 610)","(1510, 610)","(1787, 610)","(2063, 610)","(2339, 610)","(2615, 610)","(130, 1448)","(406, 1448)","(682, 1448)","(957, 1448)","(1234, 1448)","(1510, 1448)","(1787, 1448)","(2063, 1448)","(2339, 1448)","(2615, 1448)","(130, 1875)","(406, 1875)","(682, 1875)","(957, 1875)","(1234, 1875)","(1510, 1875)","(1787, 1875)","(2063, 1875)","(2339, 1875)","(2615, 1875)"
