Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40
"(1156, 130)","(1658, 130)","(2161, 130)","(906, 583)","(1408, 583)","(1910, 583)","(2412, 583)","(906, 1394)","(1408, 1394)","(1910, 1394)","(2412, 1394)","(1408, 1847)","(1910, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"(1156, 130)","(1658, 130)","(2161, 130)","(906, 583)","(1408, 583)","(1910, 583)","(2412, 583)","(906, 1394)","(1408, 1394)","(1910, 1394)","(2412, 1394)","(1156, 1847)","(1658, 1847)","(2161, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,
"(906, 130)","(1408, 130)","(1910, 130)","(2412, 130)","(906, 583)","(1408, 583)","(1910, 583)","(2412, 583)","(906, 1394)","(1408, 1394)","(1910, 1394)","(2412, 1394)","(1156, 1847)","(1658, 1847)","(2161, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,
"(906, 130)","(1408, 130)","(1910, 130)","(2412, 130)","(906, 583)","(1408, 583)","(1910, 583)","(2412, 583)","(906, 1394)","(1408, 1394)","(1910, 1394)","(2412, 1394)","(906, 1847)","(1408, 1847)","(1910, 1847)","(2412, 1847)",,,,,,,,,,,,,,,,,,,,,,,,
"(1026, 130)","(1448, 130)","(1870, 130)","(2292, 130)","(814, 583)","(1236, 583)","(1658, 583)","(2081, 583)","(2503, 583)","(1026, 1394)","(1448, 1394)","(1870, 1394)","(2292, 1394)","(1026, 1847)","(1448, 1847)","(1870, 1847)","(2292, 1847)",,,,,,,,,,,,,,,,,,,,,,,
"(1026, 130)","(1448, 130)","(1870, 130)","(2292, 130)","(814, 583)","(1236, 583)","(1658, 583)","(2081, 583)","(2503, 583)","(814, 1394)","(1236, 1394)","(1658, 1394)","(2081, 1394)","(2503, 1394)","(1026, 1847)","(1448, 1847)","(1870, 1847)","(2292, 1847)",,,,,,,,,,,,,,,,,,,,,,
"(814, 130)","(1236, 130)","(1658, 130)","(2081, 130)","(2503, 130)","(814, 583)","(1236, 583)","(1658, 583)","(2081, 583)","(2503, 583)","(814, 1394)","(1236, 1394)","(1658, 1394)","(2081, 1394)","(2503, 1394)","(1026, 1847)","(1448, 1847)","(1870, 1847)","(2292, 1847)",,,,,,,,,,,,,,,,,,,,,
"(814, 130)","(1236, 130)","(1658, 130)","(2081, 130)","(2503, 130)","(603, 583)","(1025, 583)","(1447, 583)","(1870, 583)","(2292, 583)","(2714, 583)","(814, 1394)","(1236, 1394)","(1658, 1394)","(2081, 1394)","(2503, 1394)","(1026, 1847)","(1448, 1847)","(1870, 1847)","(2292, 1847)",,,,,,,,,,,,,,,,,,,,
"(814, 130)","(1236, 130)","(1658, 130)","(2081, 130)","(2503, 130)","(603, 583)","(1025, 583)","(1447, 583)","(1870, 583)","(2292, 583)","(2714, 583)","(603, 1394)","(1025, 1394)","(1447, 1394)","(1870, 1394)","(2292, 1394)","(2714, 1394)","(1026, 1847)","(1448, 1847)","(1870, 1847)","(2292, 1847)",,,,,,,,,,,,,,,,,,,
"(814, 130)","(1236, 130)","(1658, 130)","(2081, 130)","(2503, 130)","(603, 583)","(1025, 583)","(1447, 583)","(1870, 583)","(2292, 583)","(2714, 583)","(603, 1394)","(1025, 1394)","(1447, 1394)","(1870, 1394)","(2292, 1394)","(2714, 1394)","(814, 1847)","(1236, 1847)","(1658, 1847)","(2081, 1847)","(2503, 1847)",,,,,,,,,,,,,,,,,,
"(603, 130)","(1025, 130)","(1447, 130)","(1870, 130)","(2292, 130)","(2714, 130)","(603, 583)","(1025, 583)","(1447, 583)","(1870, 583)","(2292, 583)","(2714, 583)","(603, 1394)","(1025, 1394)","(1447, 1394)","(1870, 1394)","(2292, 1394)","(2714, 1394)","(814, 1847)","(1236, 1847)","(1658, 1847)","(2081, 1847)","(2503, 1847)",,,,,,,,,,,,,,,,,
"(603, 130)","(1025, 130)","(1447, 130)","(1870, 130)","(2292, 130)","(2714, 130)","(603, 583)","(1025, 583)","(1447, 583)","(1870, 583)","(2292, 583)","(2714, 583)","(603, 1394)","(1025, 1394)","(1447, 1394)","(1870, 1394)","(2292, 1394)","(2714, 1394)","(603, 1847)","(1025, 1847)","(1447, 1847)","(1870, 1847)","(2292, 1847)","(2714, 1847)",,,,,,,,,,,,,,,,
"(723, 130)","(1097, 130)","(1471, 130)","(1845, 130)","(2220, 130)","(2594, 130)","(536, 583)","(910, 583)","(1284, 583)","(1658, 583)","(2033, 583)","(2407, 583)","(2781, 583)","(723, 1394)","(1097, 1394)","(1471, 1394)","(1845, 1394)","(2220, 1394)","(2594, 1394)","(723, 1847)","(1097, 1847)","(1471, 1847)","(1845, 1847)","(2220, 1847)","(2594, 1847)",,,,,,,,,,,,,,,
"(723, 130)","(1097, 130)","(1471, 130)","(1845, 130)","(2220, 130)","(2594, 130)","(536, 583)","(910, 583)","(1284, 583)","(1658, 583)","(2033, 583)","(2407, 583)","(2781, 583)","(536, 1394)","(910, 1394)","(1284, 1394)","(1658, 1394)","(2033, 1394)","(2407, 1394)","(2781, 1394)","(723, 1847)","(1097, 1847)","(1471, 1847)","(1845, 1847)","(2220, 1847)","(2594, 1847)",,,,,,,,,,,,,,
"(536, 130)","(910, 130)","(1284, 130)","(1658, 130)","(2033, 130)","(2407, 130)","(2781, 130)","(536, 583)","(910, 583)","(1284, 583)","(1658, 583)","(2033, 583)","(2407, 583)","(2781, 583)","(536, 1394)","(910, 1394)","(1284, 1394)","(1658, 1394)","(2033, 1394)","(2407, 1394)","(2781, 1394)","(723, 1847)","(1097, 1847)","(1471, 1847)","(1845, 1847)","(2220, 1847)","(2594, 1847)",,,,,,,,,,,,,
"(536, 130)","(910, 130)","(1284, 130)","(1658, 130)","(2033, 130)","(2407, 130)","(2781, 130)","(350, 583)","(724, 583)","(1098, 583)","(1472, 583)","(1846, 583)","(2220, 583)","(2594, 583)","(2968, 583)","(536, 1394)","(910, 1394)","(1284, 1394)","(1658, 1394)","(2033, 1394)","(2407, 1394)","(2781, 1394)","(723, 1847)","(1097, 1847)","(1471, 1847)","(1845, 1847)","(2220, 1847)","(2594, 1847)",,,,,,,,,,,,
"(536, 130)","(910, 130)","(1284, 130)","(1658, 130)","(2033, 130)","(2407, 130)","(2781, 130)","(350, 583)","(724, 583)","(1098, 583)","(1472, 583)","(1846, 583)","(2220, 583)","(2594, 583)","(2968, 583)","(350, 1394)","(724, 1394)","(1098, 1394)","(1472, 1394)","(1846, 1394)","(2220, 1394)","(2594, 1394)","(2968, 1394)","(723, 1847)","(1097, 1847)","(1471, 1847)","(1845, 1847)","(2220, 1847)","(2594, 1847)",,,,,,,,,,,
"(536, 130)","(910, 130)","(1284, 130)","(1658, 130)","(2033, 130)","(2407, 130)","(2781, 130)","(350, 583)","(724, 583)","(1098, 583)","(1472, 583)","(1846, 583)","(2220, 583)","(2594, 583)","(2968, 583)","(350, 1394)","(724, 1394)","(1098, 1394)","(1472, 1394)","(1846, 1394)","(2220, 1394)","(2594, 1394)","(2968, 1394)","(536, 1847)","(910, 1847)","(1284, 1847)","(1658, 1847)","(2033, 1847)","(2407, 1847)","(2781, 1847)",,,,,,,,,,
"(350, 130)","(724, 130)","(1098, 130)","(1472, 130)","(1846, 130)","(2220, 130)","(2594, 130)","(2968, 130)","(350, 583)","(724, 583)","(1098, 583)","(1472, 583)","(1846, 583)","(2220, 583)","(2594, 583)","(2968, 583)","(350, 1394)","(724, 1394)","(1098, 1394)","(1472, 1394)","(1846, 1394)","(2220, 1394)","(2594, 1394)","(2968, 1394)","(536, 1847)","(910, 1847)","(1284, 1847)","(1658, 1847)","(2033, 1847)","(2407, 1847)","(2781, 1847)",,,,,,,,,
"(350, 130)","(724, 130)","(1098, 130)","(1472, 130)","(1846, 130)","(2220, 130)","(2594, 130)","(2968, 130)","(350, 583)","(724, 583)","(1098, 583)","(1472, 583)","(1846, 583)","(2220, 583)","(2594, 583)","(2968, 583)","(350, 1394)","(724, 1394)","(1098, 1394)","(1472, 1394)","(1846, 1394)","(2220, 1394)","(2594, 1394)","(2968, 1394)","(350, 1847)","(724, 1847)","(1098, 1847)","(1472, 1847)","(1846, 1847)","(2220, 1847)","(2594, 1847)","(2968, 1847)",,,,,,,,
"(470, 130)","(810, 130)","(1150, 130)","(1489, 130)","(1829, 130)","(2169, 130)","(2509, 130)","(2848, 130)","(300, 583)","(640, 583)","(980, 583)","(1319, 583)","(1659, 583)","(1999, 583)","(2339, 583)","(2678, 583)","(3018, 583)","(470, 1394)","(810, 1394)","(1150, 1394)","(1489, 1394)","(1829, 1394)","(2169, 1394)","(2509, 1394)","(2848, 1394)","(470, 1847)","(810, 1847)","(1150, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2509, 1847)","(2848, 1847)",,,,,,,
"(470, 130)","(810, 130)","(1150, 130)","(1489, 130)","(1829, 130)","(2169, 130)","(2509, 130)","(2848, 130)","(300, 583)","(640, 583)","(980, 583)","(1319, 583)","(1659, 583)","(1999, 583)","(2339, 583)","(2678, 583)","(3018, 583)","(300, 1394)","(640, 1394)","(980, 1394)","(1319, 1394)","(1659, 1394)","(1999, 1394)","(2339, 1394)","(2678, 1394)","(3018, 1394)","(470, 1847)","(810, 1847)","(1150, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2509, 1847)","(2848, 1847)",,,,,,
"(300, 130)","(640, 130)","(980, 130)","(1319, 130)","(1659, 130)","(1999, 130)","(2339, 130)","(2678, 130)","(3018, 130)","(300, 583)","(640, 583)","(980, 583)","(1319, 583)","(1659, 583)","(1999, 583)","(2339, 583)","(2678, 583)","(3018, 583)","(300, 1394)","(640, 1394)","(980, 1394)","(1319, 1394)","(1659, 1394)","(1999, 1394)","(2339, 1394)","(2678, 1394)","(3018, 1394)","(470, 1847)","(810, 1847)","(1150, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2509, 1847)","(2848, 1847)",,,,,
"(300, 130)","(640, 130)","(980, 130)","(1319, 130)","(1659, 130)","(1999, 130)","(2339, 130)","(2678, 130)","(3018, 130)","(130, 583)","(470, 583)","(810, 583)","(1149, 583)","(1489, 583)","(1829, 583)","(2169, 583)","(2508, 583)","(2848, 583)","(3188, 583)","(300, 1394)","(640, 1394)","(980, 1394)","(1319, 1394)","(1659, 1394)","(1999, 1394)","(2339, 1394)","(2678, 1394)","(3018, 1394)","(470, 1847)","(810, 1847)","(1150, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2509, 1847)","(2848, 1847)",,,,
"(300, 130)","(640, 130)","(980, 130)","(1319, 130)","(1659, 130)","(1999, 130)","(2339, 130)","(2678, 130)","(3018, 130)","(130, 583)","(470, 583)","(810, 583)","(1149, 583)","(1489, 583)","(1829, 583)","(2169, 583)","(2508, 583)","(2848, 583)","(3188, 583)","(130, 1394)","(470, 1394)","(810, 1394)","(1149, 1394)","(1489, 1394)","(1829, 1394)","(2169, 1394)","(2508, 1394)","(2848, 1394)","(3188, 1394)","(470, 1847)","(810, 1847)","(1150, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2509, 1847)","(2848, 1847)",,,
"(300, 130)","(640, 130)","(980, 130)","(1319, 130)","(1659, 130)","(1999, 130)","(2339, 130)","(2678, 130)","(3018, 130)","(130, 583)","(470, 583)","(810, 583)","(1149, 583)","(1489, 583)","(1829, 583)","(2169, 583)","(2508, 583)","(2848, 583)","(3188, 583)","(130, 1394)","(470, 1394)","(810, 1394)","(1149, 1394)","(1489, 1394)","(1829, 1394)","(2169, 1394)","(2508, 1394)","(2848, 1394)","(3188, 1394)","(300, 1847)","(640, 1847)","(980, 1847)","(1319, 1847)","(1659, 1847)","(1999, 1847)","(2339, 1847)","(2678, 1847)","(3018, 1847)",,
"(130, 130)","(470, 130)","(810, 130)","(1149, 130)","(1489, 130)","(1829, 130)","(2169, 130)","(2508, 130)","(2848, 130)","(3188, 130)","(130, 583)","(470, 583)","(810, 583)","(1149, 583)","(1489, 583)","(1829, 583)","(2169, 583)","(2508, 583)","(2848, 583)","(3188, 583)","(130, 1394)","(470, 1394)","(810, 1394)","(1149, 1394)","(1489, 1394)","(1829, 1394)","(2169, 1394)","(2508, 1394)","(2848, 1394)","(3188, 1394)","(300, 1847)","(640, 1847)","(980, 1847)","(1319, 1847)","(1659, 1847)","(1999, 1847)","(2339, 1847)","(2678, 1847)","(3018, 1847)",
"(130, 130)","(470, 130)","(810, 130)","(1149, 130)","(1489, 130)","(1829, 130)","(2169, 130)","(2508, 130)","(2848, 130)","(3188, 130)","(130, 583)","(470, 583)","(810, 583)","(1149, 583)","(1489, 583)","(1829, 583)","(2169, 583)","(2508, 583)","(2848, 583)","(3188, 583)","(130, 1394)","(470, 1394)","(810, 1394)","(1149, 1394)","(1489, 1394)","(1829, 1394)","(2169, 1394)","(2508, 1394)","(2848, 1394)","(3188, 1394)","(130, 1847)","(470, 1847)","(810, 1847)","(1149, 1847)","(1489, 1847)","(1829, 1847)","(2169, 1847)","(2508, 1847)","(2848, 1847)","(3188, 1847)"
