Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40
"(880, 130)","(1359, 130)","(1838, 130)","(880, 583)","(1359, 583)","(1838, 583)","(880, 1394)","(1360, 1394)","(1838, 1394)","(1119, 1847)","(1598, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(880, 130)","(1359, 130)","(1838, 130)","(641, 583)","(1120, 583)","(1599, 583)","(2078, 583)","(880, 1394)","(1360, 1394)","(1838, 1394)","(1119, 1847)","(1598, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(880, 130)","(1359, 130)","(1838, 130)","(641, 583)","(1120, 583)","(1599, 583)","(2078, 583)","(640, 1394)","(1120, 1394)","(1598, 1394)","(2078, 1394)","(1119, 1847)","(1598, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"(880, 130)","(1359, 130)","(1838, 130)","(641, 583)","(1120, 583)","(1599, 583)","(2078, 583)","(640, 1394)","(1120, 1394)","(1598, 1394)","(2078, 1394)","(880, 1847)","(1359, 1847)","(1838, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,,
"(641, 130)","(1120, 130)","(1599, 130)","(2078, 130)","(641, 583)","(1120, 583)","(1599, 583)","(2078, 583)","(640, 1394)","(1120, 1394)","(1598, 1394)","(2078, 1394)","(880, 1847)","(1359, 1847)","(1838, 1847)",,,,,,,,,,,,,,,,,,,,,,,,,
"(641, 130)","(1120, 130)","(1599, 130)","(2078, 130)","(641, 583)","(1120, 583)","(1599, 583)","(2078, 583)","(640, 1394)","(1120, 1394)","(1598, 1394)","(2078, 1394)","(640, 1847)","(1120, 1847)","(1598, 1847)","(2078, 1847)",,,,,,,,,,,,,,,,,,,,,,,,
"(761, 130)","(1160, 130)","(1560, 130)","(1958, 130)","(560, 583)","(960, 583)","(1359, 583)","(1758, 583)","(2157, 583)","(760, 1394)","(1160, 1394)","(1559, 1394)","(1958, 1394)","(760, 1847)","(1160, 1847)","(1559, 1847)","(1958, 1847)",,,,,,,,,,,,,,,,,,,,,,,
"(761, 130)","(1160, 130)","(1560, 130)","(1958, 130)","(560, 583)","(960, 583)","(1359, 583)","(1758, 583)","(2157, 583)","(561, 1394)","(960, 1394)","(1360, 1394)","(1758, 1394)","(2158, 1394)","(760, 1847)","(1160, 1847)","(1559, 1847)","(1958, 1847)",,,,,,,,,,,,,,,,,,,,,,
"(560, 130)","(960, 130)","(1359, 130)","(1758, 130)","(2157, 130)","(560, 583)","(960, 583)","(1359, 583)","(1758, 583)","(2157, 583)","(561, 1394)","(960, 1394)","(1360, 1394)","(1758, 1394)","(2158, 1394)","(760, 1847)","(1160, 1847)","(1559, 1847)","(1958, 1847)",,,,,,,,,,,,,,,,,,,,,
"(560, 130)","(960, 130)","(1359, 130)","(1758, 130)","(2157, 130)","(361, 583)","(760, 583)","(1160, 583)","(1558, 583)","(1958, 583)","(2357, 583)","(561, 1394)","(960, 1394)","(1360, 1394)","(1758, 1394)","(2158, 1394)","(760, 1847)","(1160, 1847)","(1559, 1847)","(1958, 1847)",,,,,,,,,,,,,,,,,,,,
"(560, 130)","(960, 130)","(1359, 130)","(1758, 130)","(2157, 130)","(361, 583)","(760, 583)","(1160, 583)","(1558, 583)","(1958, 583)","(2357, 583)","(361, 1394)","(760, 1394)","(1160, 1394)","(1558, 1394)","(1958, 1394)","(2357, 1394)","(760, 1847)","(1160, 1847)","(1559, 1847)","(1958, 1847)",,,,,,,,,,,,,,,,,,,
"(560, 130)","(960, 130)","(1359, 130)","(1758, 130)","(2157, 130)","(361, 583)","(760, 583)","(1160, 583)","(1558, 583)","(1958, 583)","(2357, 583)","(361, 1394)","(760, 1394)","(1160, 1394)","(1558, 1394)","(1958, 1394)","(2357, 1394)","(560, 1847)","(960, 1847)","(1359, 1847)","(1758, 1847)","(2157, 1847)",,,,,,,,,,,,,,,,,,
"(361, 130)","(760, 130)","(1160, 130)","(1558, 130)","(1958, 130)","(2357, 130)","(361, 583)","(760, 583)","(1160, 583)","(1558, 583)","(1958, 583)","(2357, 583)","(361, 1394)","(760, 1394)","(1160, 1394)","(1558, 1394)","(1958, 1394)","(2357, 1394)","(560, 1847)","(960, 1847)","(1359, 1847)","(1758, 1847)","(2157, 1847)",,,,,,,,,,,,,,,,,
"(361, 130)","(760, 130)","(1160, 130)","(1558, 130)","(1958, 130)","(2357, 130)","(361, 583)","(760, 583)","(1160, 583)","(1558, 583)","(1958, 583)","(2357, 583)","(361, 1394)","(760, 1394)","(1160, 1394)","(1558, 1394)","(1958, 1394)","(2357, 1394)","(361, 1847)","(760, 1847)","(1160, 1847)","(1558, 1847)","(1958, 1847)","(2357, 1847)",,,,,,,,,,,,,,,,
"(481, 130)","(832, 130)","(1184, 130)","(1535, 130)","(1886, 130)","(2237, 130)","(305, 583)","(656, 583)","(1008, 583)","(1359, 583)","(1710, 583)","(2061, 583)","(2412, 583)","(481, 1394)","(832, 1394)","(1184, 1394)","(1535, 1394)","(1886, 1394)","(2237, 1394)","(481, 1847)","(832, 1847)","(1184, 1847)","(1535, 1847)","(1886, 1847)","(2237, 1847)",,,,,,,,,,,,,,,
"(481, 130)","(832, 130)","(1184, 130)","(1535, 130)","(1886, 130)","(2237, 130)","(305, 583)","(656, 583)","(1008, 583)","(1359, 583)","(1710, 583)","(2061, 583)","(2412, 583)","(305, 1394)","(656, 1394)","(1008, 1394)","(1359, 1394)","(1710, 1394)","(2061, 1394)","(2412, 1394)","(481, 1847)","(832, 1847)","(1184, 1847)","(1535, 1847)","(1886, 1847)","(2237, 1847)",,,,,,,,,,,,,,
"(305, 130)","(656, 130)","(1008, 130)","(1359, 130)","(1710, 130)","(2061, 130)","(2412, 130)","(305, 583)","(656, 583)","(1008, 583)","(1359, 583)","(1710, 583)","(2061, 583)","(2412, 583)","(305, 1394)","(656, 1394)","(1008, 1394)","(1359, 1394)","(1710, 1394)","(2061, 1394)","(2412, 1394)","(481, 1847)","(832, 1847)","(1184, 1847)","(1535, 1847)","(1886, 1847)","(2237, 1847)",,,,,,,,,,,,,
"(305, 130)","(656, 130)","(1008, 130)","(1359, 130)","(1710, 130)","(2061, 130)","(2412, 130)","(130, 583)","(481, 583)","(832, 583)","(1184, 583)","(1534, 583)","(1886, 583)","(2237, 583)","(2588, 583)","(305, 1394)","(656, 1394)","(1008, 1394)","(1359, 1394)","(1710, 1394)","(2061, 1394)","(2412, 1394)","(481, 1847)","(832, 1847)","(1184, 1847)","(1535, 1847)","(1886, 1847)","(2237, 1847)",,,,,,,,,,,,
"(305, 130)","(656, 130)","(1008, 130)","(1359, 130)","(1710, 130)","(2061, 130)","(2412, 130)","(130, 583)","(481, 583)","(832, 583)","(1184, 583)","(1534, 583)","(1886, 583)","(2237, 583)","(2588, 583)","(130, 1394)","(481, 1394)","(832, 1394)","(1184, 1394)","(1534, 1394)","(1886, 1394)","(2237, 1394)","(2588, 1394)","(481, 1847)","(832, 1847)","(1184, 1847)","(1535, 1847)","(1886, 1847)","(2237, 1847)",,,,,,,,,,,
"(305, 130)","(656, 130)","(1008, 130)","(1359, 130)","(1710, 130)","(2061, 130)","(2412, 130)","(130, 583)","(481, 583)","(832, 583)","(1184, 583)","(1534, 583)","(1886, 583)","(2237, 583)","(2588, 583)","(130, 1394)","(481, 1394)","(832, 1394)","(1184, 1394)","(1534, 1394)","(1886, 1394)","(2237, 1394)","(2588, 1394)","(305, 1847)","(656, 1847)","(1008, 1847)","(1359, 1847)","(1710, 1847)","(2061, 1847)","(2412, 1847)",,,,,,,,,,
"(130, 130)","(481, 130)","(832, 130)","(1184, 130)","(1534, 130)","(1886, 130)","(2237, 130)","(2588, 130)","(130, 583)","(481, 583)","(832, 583)","(1184, 583)","(1534, 583)","(1886, 583)","(2237, 583)","(2588, 583)","(130, 1394)","(481, 1394)","(832, 1394)","(1184, 1394)","(1534, 1394)","(1886, 1394)","(2237, 1394)","(2588, 1394)","(305, 1847)","(656, 1847)","(1008, 1847)","(1359, 1847)","(1710, 1847)","(2061, 1847)","(2412, 1847)",,,,,,,,,
"(130, 130)","(481, 130)","(832, 130)","(1184, 130)","(1534, 130)","(1886, 130)","(2237, 130)","(2588, 130)","(130, 583)","(481, 583)","(832, 583)","(1184, 583)","(1534, 583)","(1886, 583)","(2237, 583)","(2588, 583)","(130, 1394)","(481, 1394)","(832, 1394)","(1184, 1394)","(1534, 1394)","(1886, 1394)","(2237, 1394)","(2588, 1394)","(130, 1847)","(481, 1847)","(832, 1847)","(1184, 1847)","(1534, 1847)","(1886, 1847)","(2237, 1847)","(2588, 1847)",,,,,,,,
"(284, 152)","(594, 152)","(904, 152)","(1214, 152)","(1525, 152)","(1835, 152)","(2145, 152)","(2455, 152)","(130, 594)","(440, 594)","(750, 594)","(1060, 594)","(1370, 594)","(1680, 594)","(1990, 594)","(2300, 594)","(2610, 594)","(284, 1416)","(594, 1416)","(905, 1416)","(1215, 1416)","(1525, 1416)","(1834, 1416)","(2145, 1416)","(2455, 1416)","(285, 1858)","(595, 1858)","(906, 1858)","(1216, 1858)","(1526, 1858)","(1835, 1858)","(2146, 1858)","(2456, 1858)",,,,,,,
"(284, 152)","(594, 152)","(904, 152)","(1214, 152)","(1525, 152)","(1835, 152)","(2145, 152)","(2455, 152)","(130, 594)","(440, 594)","(750, 594)","(1060, 594)","(1370, 594)","(1680, 594)","(1990, 594)","(2300, 594)","(2610, 594)","(130, 1416)","(440, 1416)","(750, 1416)","(1060, 1416)","(1370, 1416)","(1680, 1416)","(1990, 1416)","(2300, 1416)","(2610, 1416)","(285, 1858)","(595, 1858)","(906, 1858)","(1216, 1858)","(1526, 1858)","(1835, 1858)","(2146, 1858)","(2456, 1858)",,,,,,
"(130, 152)","(440, 152)","(750, 152)","(1060, 152)","(1370, 152)","(1680, 152)","(1990, 152)","(2300, 152)","(2610, 152)","(130, 594)","(440, 594)","(750, 594)","(1060, 594)","(1370, 594)","(1680, 594)","(1990, 594)","(2300, 594)","(2610, 594)","(130, 1416)","(440, 1416)","(750, 1416)","(1060, 1416)","(1370, 1416)","(1680, 1416)","(1990, 1416)","(2300, 1416)","(2610, 1416)","(285, 1858)","(595, 1858)","(906, 1858)","(1216, 1858)","(1526, 1858)","(1835, 1858)","(2146, 1858)","(2456, 1858)",,,,,
"(268, 152)","(543, 152)","(819, 152)","(1094, 152)","(1370, 152)","(1646, 152)","(1922, 152)","(2197, 152)","(2473, 152)","(130, 594)","(405, 594)","(681, 594)","(956, 594)","(1232, 594)","(1508, 594)","(1784, 594)","(2059, 594)","(2335, 594)","(2610, 594)","(268, 1416)","(544, 1416)","(819, 1416)","(1095, 1416)","(1370, 1416)","(1644, 1416)","(1920, 1416)","(2196, 1416)","(2471, 1416)","(405, 1858)","(681, 1858)","(956, 1858)","(1232, 1858)","(1508, 1858)","(1783, 1858)","(2058, 1858)","(2334, 1858)",,,,
"(268, 152)","(543, 152)","(819, 152)","(1094, 152)","(1370, 152)","(1646, 152)","(1922, 152)","(2197, 152)","(2473, 152)","(130, 594)","(405, 594)","(681, 594)","(956, 594)","(1232, 594)","(1508, 594)","(1784, 594)","(2059, 594)","(2335, 594)","(2610, 594)","(130, 1416)","(406, 1416)","(681, 1416)","(957, 1416)","(1232, 1416)","(1508, 1416)","(1783, 1416)","(2059, 1416)","(2334, 1416)","(2610, 1416)","(405, 1858)","(681, 1858)","(956, 1858)","(1232, 1858)","(1508, 1858)","(1783, 1858)","(2058, 1858)","(2334, 1858)",,,
"(268, 152)","(543, 152)","(819, 152)","(1094, 152)","(1370, 152)","(1646, 152)","(1922, 152)","(2197, 152)","(2473, 152)","(130, 594)","(405, 594)","(681, 594)","(956, 594)","(1232, 594)","(1508, 594)","(1784, 594)","(2059, 594)","(2335, 594)","(2610, 594)","(130, 1416)","(406, 1416)","(681, 1416)","(957, 1416)","(1232, 1416)","(1508, 1416)","(1783, 1416)","(2059, 1416)","(2334, 1416)","(2610, 1416)","(268, 1858)","(544, 1858)","(819, 1858)","(1095, 1858)","(1370, 1858)","(1646, 1858)","(1921, 1858)","(2197, 1858)","(2472, 1858)",,
"(130, 152)","(405, 152)","(681, 152)","(956, 152)","(1232, 152)","(1508, 152)","(1784, 152)","(2059, 152)","(2335, 152)","(2610, 152)","(130, 594)","(405, 594)","(681, 594)","(956, 594)","(1232, 594)","(1508, 594)","(1784, 594)","(2059, 594)","(2335, 594)","(2610, 594)","(130, 1416)","(406, 1416)","(681, 1416)","(957, 1416)","(1232, 1416)","(1508, 1416)","(1783, 1416)","(2059, 1416)","(2334, 1416)","(2610, 1416)","(268, 1858)","(544, 1858)","(819, 1858)","(1095, 1858)","(1370, 1858)","(1646, 1858)","(1921, 1858)","(2197, 1858)","(2472, 1858)",
"(130, 152)","(405, 152)","(681, 152)","(956, 152)","(1232, 152)","(1508, 152)","(1784, 152)","(2059, 152)","(2335, 152)","(2610, 152)","(130, 594)","(405, 594)","(681, 594)","(956, 594)","(1232, 594)","(1508, 594)","(1784, 594)","(2059, 594)","(2335, 594)","(2610, 594)","(130, 1416)","(406, 1416)","(681, 1416)","(957, 1416)","(1232, 1416)","(1508, 1416)","(1783, 1416)","(2059, 1416)","(2334, 1416)","(2610, 1416)","(130, 1858)","(406, 1858)","(681, 1858)","(957, 1858)","(1232, 1858)","(1508, 1858)","(1783, 1858)","(2059, 1858)","(2334, 1858)","(2610, 1858)"
